cannon_x,0-Noop,1-Fire,2-Right,3-Left,4-RightFire,5-LeftFire
102,0.000352735,0.00217675,0.0491877,0.00390931,0.017102,0.00649489
103,-0.0306081,0.00407811,0.00518142,0.0300107,0.00396567,0.00949646
104,-0.0194602,0.000208793,0.0256142,0.00280402,0.00010518,0.0128164
105,-0.0182219,0.00161748,0.00131793,0.00016715,0.000103568,0.0240826
106,-0.0224189,6.62201e-05,0.00503809,0.00423034,0.00476025,0.000220383
107,-0.00913567,0.00502074,0.0025122,0.000104118,3.94146e-05,0.00876217
108,-0.0146155,2.76886e-05,0.00012742,2.16365e-05,0.00600118,0.00127068
109,-0.065932,0.0157369,0.00602623,0.00509865,0.0728291,0.0109483
110,-0.65504,0.296811,0.0967011,0.0261632,0.079007,0.0421828
111,-0.421367,0.071413,0.0463833,0.0750368,0.0285943,0.299302
112,-0.0932432,-0.00191631,-0.00309421,0.0148405,-0.00188437,0.112086
113,-0.00498807,1.94459e-07,3.24256e-10,0.000182482,1.71823e-10,-0.000242928
114,-0.00149906,2.49012e-10,2.65144e-08,4.58377e-08,1.78715e-08,6.18571e-07
115,-0.00174866,3.29238e-08,1.47619e-05,4.28566e-10,-0.000161765,1.44388e-10
116,-0.0022348,1.1101e-05,3.70625e-08,0.00744415,1.0069e-08,2.01526e-08
117,-0.00149905,1.55575e-08,3.74668e-12,3.50821e-05,1.47739e-12,1.85579e-06
118,-0.000749813,4.77041e-29,3.88037e-33,3.30532e-26,7.31212e-16,3.52321e-08
119,-0.000999625,4.21926e-16,0,2.95439e-12,0,1.25007e-12
120,-0.00224775,3.37246e-15,0,8.43747e-16,0,3.88037e-33
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,0
125,0,0,0,0,0,0
126,0,0,0,0,0,0
127,0,0,0,0,0,0
128,0,0,0,0,0,0
129,0,0,0,0,0,0
130,0,0,0,0,0,0
131,0,0,0,0,0,0
132,0,0,0,0,0,0
133,0,0,0,0,0,0
134,0,0,0,0,0,0
135,0,0,0,0,0,0
136,0,0,0,0,0,0
137,0,0,0,0,0,0
138,0,0,0,0,0,0
139,0,0,0,0,0,0
140,0,0,0,0,0,0
141,0,0,0,0,0,0
142,0,0,0,0,0,0
143,0,0,0,0,0,0
144,0,0,0,0,0,0
145,0,0,0,0,0,0
146,0,0,0,0,0,0
147,0,0,0,0,0,0
148,0,0,0,0,0,0
149,0,0,0,0,0,0
150,0,0,0,0,0,0
151,0,0,0,0,0,0
152,0,0,0,0,0,0
153,0,0,0,0,0,0
154,0,0,0,0,0,0
155,0,0,0,0,0,0
156,0,0,0,0,0,0
157,0,0,0,0,0,0
158,0,0,0,0,0,0
159,0,0,0,0,0,0
