cannon_x,0-Noop,1-Fire,2-Right,3-Left,4-RightFire,5-LeftFire
97,-0.000999625,9.18155e-10,1.23596e-06,3.17852e-12,2.47299e-06,1.36258e-12
98,-0.00149906,1.69125e-11,1.70801e-08,6.74468e-16,-0.000249871,4.2681e-15
99,-0.00124938,0,3.02934e-13,0,2.72463e-12,1.85566e-20
100,-0.000749813,0,0,0,7.49763e-17,0
101,-0.000499938,0,0,0,0,0
102,-0.000749813,0,0,0,0,0
103,-0.00025,0,0,0,0,0
104,0,0,0,0,0,1.485e-06
105,0.006,0,0,0,0,0
106,-0.00025,0,0,0,0,2.9568e-08
107,-0.000499938,0,0,1.20656e-05,0,5.97409e-05
108,0.0479996,0,0,4.49379e-06,5.97173e-09,0
109,-0.0683699,6.38051e-06,0.0052264,0.0496709,0.00110604,0.00674351
110,-0.657987,0.0867636,0.0571539,0.0908344,0.0411064,0.142677
111,-0.319992,0.0220459,0.132926,0.0580482,0.036827,0.00985998
112,-0.0880954,-0.00123199,0.0406293,-0.000949378,0.00278193,0.00520665
113,0,0,0,0,0,0
114,0,0,0,0,0,0
115,0,0,0,0,0,0
116,0,0,0,0,0,0
117,0,0,0,0,0,0
118,0,0,0,0,0,0
119,0,0,0,0,0,0
120,0,0,0,0,0,0
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,0
125,0,0,0,0,0,0
126,0,0,0,0,0,0
127,0,0,0,0,0,0
128,0,0,0,0,0,0
129,0,0,0,0,0,0
130,0,0,0,0,0,0
131,0,0,0,0,0,0
132,0,0,0,0,0,0
133,0,0,0,0,0,0
134,0,0,0,0,0,0
135,0,0,0,0,0,0
136,0,0,0,0,0,0
137,0,0,0,0,0,0
138,0,0,0,0,0,0
139,0,0,0,0,0,0
140,0,0,0,0,0,0
141,0,0,0,0,0,0
142,0,0,0,0,0,0
143,0,0,0,0,0,0
144,0,0,0,0,0,0
145,0,0,0,0,0,0
146,0,0,0,0,0,0
147,0,0,0,0,0,0
148,0,0,0,0,0,0
149,0,0,0,0,0,0
150,0,0,0,0,0,0
151,0,0,0,0,0,0
152,0,0,0,0,0,0
153,0,0,0,0,0,0
154,0,0,0,0,0,0
155,0,0,0,0,0,0
156,0,0,0,0,0,0
157,0,0,0,0,0,0
158,0,0,0,0,0,0
159,0,0,0,0,0,0
