cannon_x,0-Noop,1-Fire,2-Right,3-Left,4-RightFire,5-LeftFire
94,-0.00374344,-0.0025,6.93792e-13,1.23262e-06,3.71728e-13,4.93733e-07
95,-0.00374344,2.65977e-12,9.2988e-16,-0.0025,7.8868e-16,1.26711e-09
96,-0.00299588,2.96758e-16,4.50139e-13,1.2898e-13,7.26036e-13,1.17689e-13
97,-0.00374344,3.89657e-13,5.04481e-10,8.79433e-16,0.000249938,1.33928e-16
98,-0.00324513,2.9065e-10,2.47299e-07,4.31251e-13,4.32662e-07,6.18755e-08
99,-0.00399208,4.94336e-07,0.000249564,5.8099e-10,0.000249626,0.00025
100,-0.000999625,3.67048e-10,1.4385e-13,4.94351e-07,3.25402e-13,2.47299e-07
101,-0.00249719,-0.0025,6.3273e-16,4.28136e-10,7.50184e-18,4.62804e-09
102,-0.00124938,2.62485e-17,3.79023e-15,5.06991e-13,0,4.546e-14
103,-0.00224775,0,0,9.36555e-17,1.53141e-11,0
104,-0.00299588,0,1.85577e-07,0,1.85579e-07,7.57952e-15
105,-0.00274632,0.000249996,1.68359e-10,0,0.000249813,0
106,-0.00299588,4.59345e-11,3.06166e-11,3.09217e-07,1.53216e-11,3.09219e-07
107,-0.00299588,0,6.18287e-08,4.59307e-11,6.18595e-08,7.65317e-11
108,-0.00324513,6.1875e-08,0.000249813,0,1.53141e-11,1.53102e-11
109,-0.12099,-0.0617701,-0.0615507,-0.0599757,-0.0599722,-0.061746
110,-0.983626,-0.269603,-0.262513,-0.252596,-0.26895,-0.255053
111,-0.3725,-0.202849,-0.202175,-0.203622,-0.202025,-0.202335
112,-0.119343,-0.0640307,-0.064473,-0.0628063,-0.0647192,-0.0649617
113,-0.00324513,-0.0025,-0.0025,-4.51096e-05,0,-4.51096e-05
114,-0.00124938,0,0,0,0,0
115,-0.00124938,0,0,0,0,0
116,-0.00124938,0,6.1875e-08,0,0,0
117,-0.000749813,0,1.53141e-11,0.00025,0,1.53141e-11
118,-0.000499938,0,0,1.23735e-07,0,0
119,-0.00199825,0,0,0,0,0
120,-0.000999625,0,0,0,0,0
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,0
125,0,0,0,0,0,0
126,0,0,0,0,0,0
127,0,0,0,0,0,0
128,0,0,0,0,0,0
129,0,0,0,0,0,0
130,0,0,0,0,0,0
131,0,0,0,0,0,0
132,0,0,0,0,0,0
133,0,0,0,0,0,0
134,0,0,0,0,0,0
135,0,0,0,0,0,0
136,0,0,0,0,0,0
137,0,0,0,0,0,0
138,0,0,0,0,0,0
139,0,0,0,0,0,0
140,0,0,0,0,0,0
141,0,0,0,0,0,0
142,0,0,0,0,0,0
143,0,0,0,0,0,0
144,0,0,0,0,0,0
145,0,0,0,0,0,0
146,0,0,0,0,0,0
147,0,0,0,0,0,0
148,0,0,0,0,0,0
149,0,0,0,0,0,0
150,0,0,0,0,0,0
151,0,0,0,0,0,0
152,0,0,0,0,0,0
153,0,0,0,0,0,0
154,0,0,0,0,0,0
155,0,0,0,0,0,0
156,0,0,0,0,0,0
157,0,0,0,0,0,0
158,0,0,0,0,0,0
159,0,0,0,0,0,0
