cannon_x,0-Noop,1-Fire,2-Right,3-Left,4-RightFire,5-LeftFire
86,-6.93734e-05,1.13743e-06,6.45603e-17,5.68693e-10,6.65149e-17,1.4286e-10
87,-2.82444e-05,1.97299e-17,1.99126e-13,1.83317e-11,4.90977e-24,9.62831e-12
88,-6.34425e-05,5.21268e-13,8.65639e-30,4.27705e-17,5.46443e-20,7.25623e-07
89,-9.94458e-06,2.244e-29,5.78883e-34,3.98252e-13,3.55954e-37,1.99126e-13
90,-0.000181073,1.82133e-22,1.48958e-38,4.0687e-18,1.15495e-38,5.94766e-17
91,-3.45398e-06,1.4013e-45,1.05407e-39,0,1.68517e-39,5.94904e-34
92,-4.84396e-05,5.27033e-40,4.75699e-33,2.8026e-45,0,0
93,-5.59062e-05,7.70151e-34,1.25274e-27,1.76151e-39,4.86767e-28,0
94,-7.34439e-05,1.30074e-27,1.70184e-21,4.68027e-34,1.23936e-21,1.20451e-33
95,-0.000133916,5.22435e-22,4.74741e-16,1.68432e-27,-4.35304e-05,2.099e-27
96,-3.83809e-05,1.96126e-16,1.46605e-11,1.76274e-21,6.44462e-11,1.3142e-21
97,-4.4773e-05,2.31646e-06,1.76996e-11,4.82608e-16,1.01141e-11,6.33594e-16
98,-4.22039e-05,1.59811e-06,1.93936e-16,2.19905e-11,2.3268e-16,9.71249e-07
99,-1.83892e-05,3.10599e-16,7.66644e-22,1.51711e-11,6.28337e-22,3.24231e-11
100,-1.19968e-05,1.30463e-21,1.5653e-21,1.93504e-16,2.19295e-21,1.01708e-16
101,-2.80613e-05,1.25843e-21,4.51405e-16,3.71716e-22,2.66013e-16,1.01139e-21
102,-9.39763e-06,1.38089e-16,2.86721e-11,1.56587e-21,5.87632e-11,2.51515e-21
103,-1.65249e-05,2.98822e-11,1.31781e-16,2.31642e-06,2.70765e-16,1.09653e-16
104,-1.47361e-05,2.11379e-16,1.61124e-21,4.24202e-11,1.97856e-21,1.91148e-11
105,-1.34823e-05,2.56028e-21,7.57356e-27,1.56967e-16,2.23941e-27,4.43045e-16
106,-8.48065e-06,7.96957e-28,8.15707e-33,2.14162e-21,1.8248e-33,7.05602e-22
107,-3.19631e-06,4.06999e-33,3.13265e-38,3.36935e-27,5.81717e-39,2.85338e-27
108,-1.46282e-05,3.87811e-39,-5.55952e-10,3.56824e-33,-4.19068e-10,2.44463e-32
109,-0.00222193,-0.000866327,-0.000188445,-0.000189232,-0.000725159,-0.000725475
110,-0.0154253,-0.00190805,-0.00190767,-0.00330858,-0.00190766,-0.00190732
111,-0.00193816,-0.000342033,-0.000342258,-0.000342541,-0.000342372,-0.00034244
112,-0.00040453,-8.05928e-05,-8.08706e-05,-8.14445e-05,-0.000137881,-8.07987e-05
113,-6.63755e-06,0,8.00128e-18,1.59815e-06,0,1.09679e-11
114,-4.79446e-06,0,0,7.58569e-12,0,0
115,-3.19631e-06,0,0,8.00128e-18,0,0
116,0,0,0,0,0,0
117,0,0,0,0,0,0
118,0,0,0,0,0,0
119,0,2.52857e-12,8.00128e-18,0,1.59816e-06,0
120,-6.3926e-06,7.58569e-12,0,2.52857e-12,0,2.52857e-12
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,0
125,0,0,0,0,0,0
126,0,0,0,0,0,0
127,0,0,0,0,0,0
128,0,0,0,0,0,0
129,0,0,0,0,0,0
130,0,0,0,0,0,0
131,0,0,0,0,0,0
132,0,0,0,0,0,0
133,0,0,0,0,0,0
134,0,0,0,0,0,0
135,0,0,0,0,0,0
136,0,0,0,0,0,0
137,0,0,0,0,0,0
138,0,0,0,0,0,0
139,0,0,0,0,0,0
140,0,0,0,0,0,0
141,0,0,0,0,0,0
142,0,0,0,0,0,0
143,0,0,0,0,0,0
144,0,0,0,0,0,0
145,0,0,0,0,0,0
146,0,0,0,0,0,0
147,0,0,0,0,0,0
148,0,0,0,0,0,0
149,0,0,0,0,0,0
150,0,0,0,0,0,0
151,0,0,0,0,0,0
152,0,0,0,0,0,0
153,0,0,0,0,0,0
154,0,0,0,0,0,0
155,0,0,0,0,0,0
156,0,0,0,0,0,0
157,0,0,0,0,0,0
158,0,0,0,0,0,0
159,0,0,0,0,0,0
